Region,ProjectionTitle,Count_ID,ISO2,ISO3,Area_ID,E_Count,Type,Ind_ID,C_Ind_ID,e_cat,AcronymCombined,Acronym,Age,Sex,Other,E_Ind,Time,Value,Rounded,Formatted,Status,Note,Source,Derived,Order_In_Report,Valid,Updated on,
Caribbean,Bahamas DobLog Refit KeepIRRArtAge_21May2025+UA,44,BS,BHS,/2/1/,Bahamas,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2021,74.11224,74,74,Published,,,,1224,,5/26/2025 6:02:00 PM,
Caribbean,Bahamas DobLog Refit KeepIRRArtAge_21May2025+UA,44,BS,BHS,/2/1/,Bahamas,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2021,201.45675,201,                                               201,Published,,,,1233,,5/26/2025 6:02:00 PM,
Caribbean,Bahamas DobLog Refit KeepIRRArtAge_21May2025+UA,44,BS,BHS,/2/1/,Bahamas,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2021,5,5,                                                 5,Published,,,,3762,,5/26/2025 6:19:00 PM,
Caribbean,Bahamas DobLog Refit KeepIRRArtAge_21May2025+UA,44,BS,BHS,/2/1/,Bahamas,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2022,74.07623,74,74,Published,,,,1224,,5/26/2025 6:02:00 PM,
Caribbean,Bahamas DobLog Refit KeepIRRArtAge_21May2025+UA,44,BS,BHS,/2/1/,Bahamas,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2022,203.02861,203,                                               203,Published,,,,1233,,5/26/2025 6:02:00 PM,
Caribbean,Bahamas DobLog Refit KeepIRRArtAge_21May2025+UA,44,BS,BHS,/2/1/,Bahamas,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2022,5,5,                                                 5,Published,,,,3762,,5/26/2025 6:19:00 PM,
Caribbean,Bahamas DobLog Refit KeepIRRArtAge_21May2025+UA,44,BS,BHS,/2/1/,Bahamas,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2023,70.14547,70,70,Published,,,,1224,,5/26/2025 6:02:00 PM,
Caribbean,Bahamas DobLog Refit KeepIRRArtAge_21May2025+UA,44,BS,BHS,/2/1/,Bahamas,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2023,205.18949,205,                                               205,Published,,,,1233,,5/26/2025 6:02:00 PM,
Caribbean,Bahamas DobLog Refit KeepIRRArtAge_21May2025+UA,44,BS,BHS,/2/1/,Bahamas,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2023,5,5,                                                 5,Published,,,,3762,,5/26/2025 6:19:00 PM,
Caribbean,Bahamas DobLog Refit KeepIRRArtAge_21May2025+UA,44,BS,BHS,/2/1/,Bahamas,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2024,75.01322,75,75,Published,,,,1224,,5/26/2025 6:02:00 PM,
Caribbean,Bahamas DobLog Refit KeepIRRArtAge_21May2025+UA,44,BS,BHS,/2/1/,Bahamas,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2024,190.43337,190,                                               190,Published,,,,1233,,5/26/2025 6:02:00 PM,
Caribbean,Bahamas DobLog Refit KeepIRRArtAge_21May2025+UA,44,BS,BHS,/2/1/,Bahamas,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2024,5,5,                                                 5,Published,,,,3762,,5/26/2025 6:19:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2010,53.63635,54,54,Published,,,,1224,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2010,177.03443,177,                                               177,Published,,,,1233,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2010,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2011,55.30501,55,55,Published,,,,1224,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2011,170.29206,170,                                               170,Published,,,,1233,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2011,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2012,58.73207,59,59,Published,,,,1224,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2012,165.0485,165,                                               165,Published,,,,1233,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2012,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2013,51.96898,52,52,Published,,,,1224,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2013,204.0414,204,                                               204,Published,,,,1233,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2013,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2014,52.64708,53,53,Published,,,,1224,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2014,202.16177,202,                                               202,Published,,,,1233,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2014,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2015,53.91663,54,54,Published,,,,1224,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2015,193.60725,194,                                               194,Published,,,,1233,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2015,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2016,56.13706,56,56,Published,,,,1224,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2016,189.90114,190,                                               190,Published,,,,1233,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2016,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2017,52.66224,53,53,Published,,,,1224,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2017,225.83855,226,                                               226,Published,,,,1233,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2017,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2018,54.67591,55,55,Published,,,,1224,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2018,225.44036,225,                                               225,Published,,,,1233,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2018,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2019,57.91411,58,58,Published,,,,1224,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2019,220.17013,220,                                               220,Published,,,,1233,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2019,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2020,57.75144,58,58,Published,,,,1224,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2020,217.01118,217,                                               217,Published,,,,1233,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2020,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2021,59.03323,59,59,Published,,,,1224,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2021,214.59233,215,                                               215,Published,,,,1233,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2021,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2022,57.25872,57,57,Published,,,,1224,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2022,218.9928,219,                                               219,Published,,,,1233,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2022,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2023,58.69164,59,59,Published,,,,1224,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2023,211.45268,211,                                               211,Published,,,,1233,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2023,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2024,60.59013,61,61,Published,,,,1224,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2024,214.91281,215,                                               215,Published,,,,1233,,5/12/2025 12:54:00 PM,
Caribbean,Barbados Spl3 PMTCT_25April2025,52,BB,BRB,/2/2/,Barbados,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2024,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,Belize TFR2005-24_26April2025,84,BZ,BLZ,/2/3/,Belize,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2010,39.93757,40,40,Published,,,,1224,,5/12/2025 12:54:00 PM,
Caribbean,Belize TFR2005-24_26April2025,84,BZ,BLZ,/2/3/,Belize,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2010,184.08504,184,                                               184,Published,,,,1233,,5/12/2025 12:54:00 PM,
Caribbean,Belize TFR2005-24_26April2025,84,BZ,BLZ,/2/3/,Belize,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2010,20,20,                                                20,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,Belize TFR2005-24_26April2025,84,BZ,BLZ,/2/3/,Belize,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2011,45.2106,45,45,Published,,,,1224,,5/12/2025 12:54:00 PM,
Caribbean,Belize TFR2005-24_26April2025,84,BZ,BLZ,/2/3/,Belize,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2011,181.43268,181,                                               181,Published,,,,1233,,5/12/2025 12:54:00 PM,
Caribbean,Belize TFR2005-24_26April2025,84,BZ,BLZ,/2/3/,Belize,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2011,20,20,                                                20,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,Belize TFR2005-24_26April2025,84,BZ,BLZ,/2/3/,Belize,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2012,46.73017,47,47,Published,,,,1224,,5/12/2025 12:54:00 PM,
